,title,year,vote_count,vote_average,popularity,genres,weightedRating
7358,Up in the Air,2009,1246,6,8.338562,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.960572901298388
1639,Lady and the Tramp,1955,1241,6,12.994387,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",5.960489489479183
8740,Big Eyes,2014,1236,6,7.412826,"[{'id': 18, 'name': 'Drama'}]",5.960405723980284
2954,Mad Max,1979,1235,6,11.412619,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.960388928240902
8632,Let's Be Cops,2014,1234,6,15.962793,"[{'id': 35, 'name': 'Comedy'}]",5.960372118246097
7562,Predators,2010,1231,6,9.034929,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",5.960321602547422
6696,28 Weeks Later,2007,1225,6,12.884191,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.960220183792751
8144,Seven Psychopaths,2012,1224,6,9.643538,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.960203230239985
8916,Vacation,2015,1218,6,11.33038,"[{'id': 35, 'name': 'Comedy'}]",5.960101204680868
1567,The Mask of Zorro,1998,1211,6,11.348096,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",5.95998151171471
6763,3:10 to Yuma,2007,1210,6,18.079094,"[{'id': 37, 'name': 'Western'}]",5.959964354070958
833,Dumbo,1941,1206,6,14.655879,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",5.959895576118838
7022,Death Race,2008,1205,6,13.53003,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.959878344691546
7116,Valkyrie,2008,1195,6,8.635464,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",5.959705212494651
6922,Forgetting Sarah Marshall,2008,1194,6,15.106676,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",5.9596878170588425
9,GoldenEye,1995,1194,6,14.686036,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.9596878170588425
7652,Unstoppable,2010,1193,6,12.697059,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.959670406597176
2998,Chicken Run,2000,1190,6,11.834245,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.959618084862092
6124,Kingdom of Heaven,2005,1187,6,16.296471,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",5.95956562719109
8376,Jobs,2013,1183,6,14.294019,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",5.959495471256659
645,The Hunchback of Notre Dame,1996,1182,6,13.553999,"[{'id': 18, 'name': 'Drama'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",5.959477894217629
4109,Insomnia,2002,1181,6,11.424974,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5.959460301916776
1852,Meet Joe Black,1998,1174,6,14.026744,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",5.959336726805043
6483,Crank,2006,1172,6,12.627593,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",5.959301281134546
7601,Machete,2010,1171,6,7.120403,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",5.95928353511603
7010,Pineapple Express,2008,1169,6,8.461369,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",5.959247996611286
8823,Run All Night,2015,1169,6,16.838145,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5.959247996611286
4711,American Wedding,2003,1158,6,14.397139,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.9590514205556495
8929,The Walk,2015,1151,6,9.425787,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.958925336251914
8313,Epic,2013,1143,6,11.913405,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",5.958780285792841
4237,Red Dragon,2002,1142,6,2.968157,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",5.958762082421437
344,True Lies,1994,1138,6,11.396099,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.958689107872546
7371,A Christmas Carol,2009,1137,6,12.869273,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",5.958670823862576
2173,Ghostbusters II,1989,1131,6,16.414239,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",5.958560779016199
3000,The Patriot,2000,1130,6,15.960788,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",5.958542381208979
18,Ace Ventura: When Nature Calls,1995,1128,6,8.205448,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",5.958505536542438
9041,The Boy,2016,1133,5,17.028854,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5.456247609929548
8706,Dumb and Dumber To,2014,1140,5,15.402597,"[{'id': 35, 'name': 'Comedy'}]",5.454835952720607
7501,Date Night,2010,1148,5,8.443736,"[{'id': 35, 'name': 'Comedy'}]",5.453233289039421
8026,Mirror Mirror,2012,1148,5,14.170183,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",5.453233289039421
8370,Grown Ups 2,2013,1180,5,9.411725,"[{'id': 35, 'name': 'Comedy'}]",5.446934007746309
4694,The League of Extraordinary Gentlemen,2003,1181,5,10.488765,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.446739975442869
8868,Hitman: Agent 47,2015,1183,5,10.721799,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.446352415821594
8886,Trainwreck,2015,1193,5,17.310647,"[{'id': 35, 'name': 'Comedy'}]",5.444424660721734
8484,Jack Ryan: Shadow Recruit,2014,1194,5,11.234862,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.444232800654076
6726,Evan Almighty,2007,1194,5,9.156877,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.444232800654076
7840,The Smurfs,2011,1201,5,10.219758,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",5.4428944045085235
8326,The Bling Ring,2013,1205,5,7.913029,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",5.4421332213779765
6810,Bee Movie,2007,1208,5,8.774374,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",5.441564048847881
6834,Alvin and the Chipmunks,2007,1212,5,11.805233,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",5.440807427790911
7340,Surrogates,2009,1219,5,16.211937,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.439489561559367
9029,How to Be Single,2016,1225,5,8.898988,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.438366217702608
5549,AVP: Alien vs. Predator,2004,1241,5,12.636205,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",5.435398518843659
3180,Charlie's Angels,2000,1253,5,9.774985,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.433198980986404
3644,Planet of the Apes,2001,1270,5,17.319836,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",5.430120740442694
7701,The Green Hornet,2011,1274,5,7.888013,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",5.42940279562473
5643,Blade: Trinity,2004,1276,5,18.860681,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",5.429044721245457
8348,R.I.P.D.,2013,1280,5,9.369679,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.4283303610702225
8062,Abraham Lincoln: Vampire Hunter,2012,1297,5,7.922636,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",5.425320682580434
8999,"Hail, Caesar!",2016,1338,5,11.241366,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",5.418233156980614
8901,The Last Witch Hunter,2015,1345,5,13.412445,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",5.41704663185341
6832,The Golden Compass,2007,1347,5,11.481379,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",5.4167088602231726
7324,Paranormal Activity,2007,1351,5,12.706424,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",5.416034955702718
6992,Journey to the Center of the Earth,2008,1353,5,10.419974,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.415698820164459
8442,47 Ronin,2013,1357,5,14.88937,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",5.415028175943818
7605,Resident Evil: Afterlife,2010,1382,5,0.452934,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",5.410885185846951
1342,Alien: Resurrection,1997,1388,5,15.57784,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",5.4099031466838365
8005,This Means War,2012,1411,5,12.366641,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.40618175552029
7005,The Mummy: Tomb of the Dragon Emperor,2008,1418,5,14.250227,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",5.405062533236932
6455,Superman Returns,2006,1429,5,13.284712,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.403316163453438
4702,Lara Croft Tomb Raider: The Cradle of Life,2003,1443,5,13.076349,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",5.401115170903212
4171,xXx,2002,1454,5,12.722381,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",5.39940260030861
6567,Happy Feet,2006,1457,5,15.088318,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",5.398938070650191
8017,Wrath of the Titans,2012,1459,5,7.739904,"[{'id': 12, 'name': 'Adventure'}]",5.398628984053266
7745,Battle: Los Angeles,2011,1462,5,6.753746,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.398166251135699
9059,Neighbors 2: Sorority Rising,2016,1490,5,9.914008,"[{'id': 35, 'name': 'Comedy'}]",5.393898660019562
8575,A Million Ways to Die in the West,2014,1494,5,10.38391,"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",5.393296460569906
8415,Carrie,2013,1505,5,18.399055,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",5.391649866573458
7567,The Sorcerer's Apprentice,2010,1526,5,12.533525,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.388544351093152
7178,Knowing,2009,1528,5,9.806904,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.3882511543295735
132,Batman Forever,1995,1529,5,13.321354,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",5.388104721820586
8498,The Monuments Men,2014,1545,5,11.132411,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}]",5.385776733686399
4489,Daredevil,2003,1551,5,11.415558,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.384910922209584
4688,Hulk,2003,1571,5,15.422638,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.382052743534233
8277,Spring Breakers,2013,1580,5,14.830235,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",5.380780365391912
7569,Knight and Day,2010,1583,5,12.758942,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",5.380358120586642
7744,I Am Number Four,2011,1606,5,9.388376,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",5.377151759065791
5594,Shark Tale,2004,1612,5,17.999273,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.37632418791512
8122,Resident Evil: Retribution,2012,1618,5,0.948759,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",5.375500240634617
7816,Bad Teacher,2011,1634,5,7.310686,"[{'id': 35, 'name': 'Comedy'}]",5.373320584615841
9046,London Has Fallen,2016,1656,5,15.037993,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.3703645477379425
7759,Sucker Punch,2011,1661,5,13.779527,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",5.369699238138644
8258,Identity Thief,2013,1667,5,7.321172,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.368904014997885
8364,Percy Jackson: Sea of Monsters,2013,1685,5,10.338222,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",5.366538740270393
8741,Into the Woods,2014,1688,5,9.580785,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",5.366147473468226
8618,Hercules,2014,1707,5,19.606895,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",5.363688718256556
8404,Don Jon,2013,1708,5,10.948605,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.36356022450364
8612,Sex Tape,2014,1733,5,27.470696,"[{'id': 35, 'name': 'Comedy'}]",5.360377130852106
6628,Ghost Rider,2007,1754,5,11.902354,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",5.357746092141254
8037,The Dictator,2012,1789,5,7.446085,"[{'id': 35, 'name': 'Comedy'}]",5.353445373165867
6883,Jumper,2008,1855,5,11.03897,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",5.345610552641601
8703,Exodus: Gods and Kings,2014,1957,5,16.320249,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",5.334162778279893
2891,Mission: Impossible II,2000,1966,5,18.97178,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.333188984404579
7281,G.I. Joe: The Rise of Cobra,2009,1988,5,11.787058,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.330832323635256
7219,Night at the Museum: Battle of the Smithsonian,2009,2026,5,15.417181,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.326839302323435
7709,Cowboys & Aliens,2011,2054,5,10.958669,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]",5.323958210374984
7824,Cars 2,2011,2088,5,13.693002,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",5.320527304832763
3639,Jurassic Park III,2001,2109,5,0.648867,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.318444284036363
8027,Battleship,2012,2141,5,13.106966,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",5.315321707248607
4691,Terminator 3: Rise of the Machines,2003,2177,5,20.818907,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.3118812085334
9076,Ghostbusters,2016,2203,5,17.162744,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",5.309442731531576
3455,Lara Croft: Tomb Raider,2001,2235,5,15.851722,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.3064933756582775
7497,Clash of the Titans,2010,2280,5,11.972347,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",5.302439707099431
8546,Transcendence,2014,2339,5,9.730176,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",5.297284584109061
8340,The Lone Ranger,2013,2361,5,12.729104,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",5.295407033196044
7553,The Twilight Saga: Eclipse,2010,2382,5,34.047399,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.2936368164122545
8033,Dark Shadows,2012,2383,5,10.665859,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",5.293553049419497
8500,RoboCop,2014,2385,5,10.246549,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.293385658731569
9078,Jason Bourne,2016,2386,5,19.133256,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.293302034954709
8532,Noah,2014,2408,5,14.924487,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",5.291474297370016
9080,The Legend of Tarzan,2016,2488,5,45.38298,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",5.285015748791022
7218,Terminator Salvation,2009,2496,5,16.507496,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.2843856012146535
7381,The Twilight Saga: New Moon,2009,2518,5,30.121292,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.282666976001292
8091,Total Recall,2012,2540,5,16.42635,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",5.280968998316705
7813,Green Lantern,2011,2551,5,13.985631,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.280127636368243
6952,Indiana Jones and the Kingdom of the Crystal Skull,2008,2558,5,12.577266,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",5.279594842798365
8894,Pixels,2015,2564,5,21.14796,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",5.279139773067247
8318,After Earth,2013,2579,5,10.747642,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",5.278008553367672
7924,The Twilight Saga: Breaking Dawn - Part 1,2011,2622,5,25.9725,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",5.274815954341177
8269,Jack the Giant Slayer,2013,2634,5,11.606061,"[{'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",5.273938041591711
6713,Fantastic 4: Rise of the Silver Surfer,2007,2648,5,12.924254,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.272920872967086
8629,Teenage Mutant Ninja Turtles,2014,2677,5,22.337973,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",5.270837726860847
8628,Jupiter Ascending,2015,2816,5,21.463465,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",5.261278910073914
6170,Fantastic Four,2005,3040,5,19.382082,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",5.2472181576578665
8271,G.I. Joe: Retaliation,2013,3045,5,10.560608,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.246921548071963
8593,Transformers: Age of Extinction,2014,3136,5,18.495599,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",5.2416449510227086
8039,Snow White and the Huntsman,2012,3183,5,18.751554,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",5.239007028251755
8250,Hansel & Gretel: Witch Hunters,2013,3290,5,10.337211,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",5.233211145733637
8777,Fifty Shades of Grey,2015,3350,5,33.068431,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",5.230082474607616
8260,A Good Day to Die Hard,2013,3519,5,12.471865,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.221704843244517
8898,The Secret Life of Pets,2016,3536,5,11.01395,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",5.2208957709589345
8274,Oz: The Great and Powerful,2013,3576,5,11.137329,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",5.219015166745084
8752,Terminator Genisys,2015,3677,5,30.188198,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",5.214406146483957
6685,Spider-Man 3,2007,3687,5,27.614265,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",5.213960340049715
7086,Twilight,2008,3688,5,31.282029,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.213915861349389
